看似	看似	AUX	cop	簡單	簡單	ADJ	1
哈爾濱	哈爾濱	PART	nmod	局	局	PART	1
局	局	PART	obj	隸屬	隸屬	VERB	1
穆拉	穆拉	PROPN	case:suff	河	河	PART	1
河	河	PART	nsubj	發源	發源	VERB	1
西班牙	西班牙	PROPN	det	河流	河流	NOUN	1
河流	河流	NOUN	acl	發源	發源	VERB	1
,	,	PUNCT	punct	發源	發源	VERB	4
位	位	VERB	acl	發源	發源	VERB	1
伊比利亞	伊比利亞	PROPN	nmod	半島	半島	NOUN	2
半島	半島	NOUN	obj	位	位	VERB	1
屬	屬	VERB	acl	發源	發源	VERB	1
塞古拉	塞古拉	PROPN	case:suff	河	河	PART	1
右	右	NOUN	nmod	支流	支流	NOUN	1
發源	發源	VERB	dep	立方米	立方米	NOUN	1
自	自	ADP	case	布拉亞斯	布拉亞斯	PROPN	1
布拉亞斯	布拉亞斯	PROPN	obl	發源	發源	VERB	1
64	64	NUM	nummod	公里	公里	NOUN	1
公里	公里	NOUN	dep	立方米	立方米	NOUN	1
659	659	NUM	nummod	平方公里	平方公里	NOUN	1
平方公里	平方公里	NOUN	dep	立方米	立方米	NOUN	1
5.3	5.3	NUM	nummod	立方米	立方米	NOUN	1
這樣	這樣	PRON	nsubj	造成	造成	VERB	1
造成	造成	VERB	acl	實現	實現	VERB	1
相同	相同	ADJ	amod	核	核	PART	1
核	核	PART	det	譜	譜	PART	1
發射	發射	VERB	case:suff	譜	譜	PART	1
譜	譜	PART	nsubj	有	有	VERB	1
和	和	CCONJ	cc	譜	譜	PART	1
吸收	吸收	VERB	case:suff	譜	譜	PART	1
譜	譜	PART	conj	譜	譜	PART	1
有	有	VERB	ccomp	造成	造成	VERB	1
一定	一定	ADJ	amod	差異	差異	NOUN	1
差異	差異	NOUN	obj	有	有	VERB	1
,	,	PUNCT	punct	實現	實現	VERB	2
所以	所以	ADV	mark	實現	實現	VERB	1
自由	自由	ADJ	amod	核	核	PART	1
的	的	PART	mark:relcl	自由	自由	ADJ	1
核	核	PART	nsubj	實現	實現	VERB	1
很難	很難	ADV	advmod	實現	實現	VERB	1
共振	共振	NOUN	nmod	吸收	吸收	NOUN	1
吸收	吸收	NOUN	obj	實現	實現	VERB	1
穆斯塔法凱馬爾帕沙	穆斯塔法凱馬爾帕沙	PROPN	nsubj	公里	公里	NOUN	1
土耳其	土耳其	PROPN	det	城鎮	城鎮	NOUN	1
的	的	PART	case:dec	土耳其	土耳其	PROPN	1
距離	距離	ADP	case	布爾薩	布爾薩	PROPN	1
首府	首府	NOUN	appos	布爾薩	布爾薩	PROPN	1
布爾薩	布爾薩	PROPN	nmod	公里	公里	NOUN	1
86	86	NUM	nummod	公里	公里	NOUN	1
由	由	VERB	dep	55,408	55,408	NUM	1
布爾薩	布爾薩	PROPN	case:suff	省	省	PART	1
,	,	PUNCT	punct	55,408	55,408	NUM	3
1,731	1,731	NUM	nummod	平方公里	平方公里	NOUN	1
平方公里	平方公里	NOUN	dep	55,408	55,408	NUM	1
30	30	NUM	nummod	米	米	NOUN	1
米	米	NOUN	dep	55,408	55,408	NUM	1
人口	人口	NOUN	nsubj	55,408	55,408	NUM	1
55,408	55,408	NUM	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	55,408	55,408	NUM	1
但是	但是	ADV	mark	造成	造成	VERB	1
隨	隨	VERB	acl	造成	造成	VERB	1
飛機	飛機	NOUN	nmod	技術	技術	NOUN	1
技術	技術	NOUN	det	成熟	成熟	NOUN	1
成熟	成熟	NOUN	obj	隨	隨	VERB	1
完善	完善	NOUN	conj	成熟	成熟	NOUN	1
那	那	DET	det	次	次	NOUN	1
次	次	NOUN	clf	事故	事故	NOUN	1
事故	事故	NOUN	det	影響	影響	NOUN	1
的	的	PART	case:dec	事故	事故	NOUN	1
影響	影響	NOUN	nsubj	造成	造成	VERB	1
慢慢	慢慢	ADV	advmod	消退	消退	VERB	1
消退	消退	VERB	acl	造成	造成	VERB	1
了	了	X	discourse	消退	消退	VERB	1
已經	已經	ADV	advmod	造成	造成	VERB	1
不會	不會	AUX	aux	造成	造成	VERB	1
再	再	ADV	advmod	造成	造成	VERB	1
對	對	ADP	case	聲譽	聲譽	NOUN	1
其	其	PRON	nmod	聲譽	聲譽	NOUN	1
優良	優良	ADJ	amod	聲譽	聲譽	NOUN	1
的	的	PART	mark:relcl	優良	優良	ADJ	1
聲譽	聲譽	NOUN	obl	造成	造成	VERB	1
威脅	威脅	NOUN	obj	造成	造成	VERB	1
在	在	ADP	case	系列	系列	NOUN	1
整個	整個	DET	det	系列	系列	NOUN	1
A320	A320	X	nmod	系列	系列	NOUN	1
系列	系列	NOUN	obl	是	是	VERB	1
A320	A320	X	nsubj	是	是	VERB	1
和	和	CCONJ	cc	A319	A319	X	1
A319	A319	X	conj	A320	A320	X	1
最	最	ADV	advmod	經常	經常	ADV	1
經常	經常	ADV	advmod	改裝	改裝	VERB	1
被	被	VERB	aux:pass	改裝	改裝	VERB	1
改裝	改裝	VERB	xcomp	是	是	VERB	1
即使	即使	ADP	case	如此	如此	VERB	1
如此	如此	VERB	xcomp	帶少	帶少	VERB	1
,	,	PUNCT	punct	帶少	帶少	VERB	2
次	次	NOUN	advmod	執飛	執飛	VERB	1
執飛	執飛	VERB	acl:relcl	時候	時候	NOUN	1
航線	航線	NOUN	obj	執飛	執飛	VERB	1
的	的	PART	mark:relcl	執飛	執飛	VERB	1
時候	時候	NOUN	nmod:tmod	帶少	帶少	VERB	1
飛機	飛機	NOUN	nsubj	帶少	帶少	VERB	1
還是	還是	ADV	mark	帶少	帶少	VERB	1
帶少	帶少	VERB	root	ROOT	ROOT	ROOT	1
了	了	PART	case:aspect	帶少	帶少	VERB	1
約	約	ADV	advmod	相當	相當	VERB	1
相當	相當	VERB	acl:relcl	油量	油量	NOUN	1
22	22	NUM	nummod	分鐘	分鐘	NOUN	1
分鐘	分鐘	NOUN	obj	相當	相當	VERB	1
的	的	PART	mark:relcl	相當	相當	VERB	1
油量	油量	NOUN	obj	帶少	帶少	VERB	1
.	.	PUNCT	punct	帶少	帶少	VERB	1
無論	無論	ADP	case	A340-500	A340-500	X	1
A340-500	A340-500	X	obl	受到	受到	VERB	1
還是	還是	CCONJ	cc	777-200LR	777-200LR	X	1
波音	波音	PROPN	nmod	777-200LR	777-200LR	X	1
777-200LR	777-200LR	X	conj	A340-500	A340-500	X	1
達到	達到	VERB	xcomp	受到	受到	VERB	1
最長	最長	ADJ	amod	航程	航程	NOUN	1
航程	航程	NOUN	obj	達到	達到	VERB	1
都	都	ADV	mark	受到	受到	VERB	1
受到	受到	VERB	dep	導致	導致	VERB	1
了	了	PART	case:aspect	受到	受到	VERB	3
嚴格	嚴格	ADJ	amod	限制	限制	NOUN	1
的	的	PART	mark:relcl	嚴格	嚴格	ADJ	2
載重	載重	NOUN	nmod	限制	限制	NOUN	1
限制	限制	NOUN	obj	受到	受到	VERB	2
就	就	ADV	mark	導致	導致	VERB	1
他	他們	PRON	det	票價	票價	NOUN	1
很高	很高	ADJ	amod	票價	票價	NOUN	1
票價	票價	NOUN	obj	導致	導致	VERB	1
和	和	CCONJ	cc	範圍	範圍	NOUN	1
很小	很小	ADJ	amod	範圍	範圍	NOUN	1
的	的	PART	mark:relcl	很小	很小	ADJ	1
客戶	客戶	NOUN	nmod	範圍	範圍	NOUN	1
範圍	範圍	NOUN	conj	票價	票價	NOUN	1
而且	而且	ADV	mark	吸收	吸收	VERB	1
空氣	空氣	NOUN	nmod	彈簧	彈簧	NOUN	1
彈簧	彈簧	NOUN	nsubj	吸收	吸收	VERB	1
比起	比起	ADP	case	彈簧	彈簧	NOUN	1
傳統	傳統	NOUN	det	彈簧	彈簧	NOUN	1
金屬	金屬	NOUN	case:suff	製	製	PART	1
製	製	PART	nmod	彈簧	彈簧	NOUN	1
彈簧	彈簧	NOUN	obl	吸收	吸收	VERB	1
較	較	ADV	advmod	吸收	吸收	VERB	1
能	能	AUX	aux	吸收	吸收	VERB	1
許多	許多	NUM	nummod	震盪	震盪	NOUN	1
細小	細小	ADJ	amod	震盪	震盪	NOUN	1
回彈	回彈	NOUN	nmod	震盪	震盪	NOUN	1
震盪	震盪	NOUN	obj	吸收	吸收	VERB	1
此後	此後	NOUN	nmod:tmod	出現	出現	VERB	1
東	東	NOUN	nmod	內部	內部	NOUN	1
突厥	突厥	PROPN	nmod	內部	內部	NOUN	1
內部	內部	NOUN	nsubj	出現	出現	VERB	1
分裂	分裂	NOUN	obj	出現	出現	VERB	1
軸心	軸心	NOUN	case:suff	國	國	PART	1
國	國	PART	nsubj:pass	困擾	困擾	VERB	1
亦	亦	ADV	mark	困擾	困擾	VERB	1
被	被	VERB	aux:pass	困擾	困擾	VERB	1
相似	相似	ADJ	amod	事情	事情	NOUN	1
的	的	PART	mark:relcl	相似	相似	ADJ	2
事情	事情	NOUN	nsubj	困擾	困擾	VERB	1
困擾	困擾	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	困擾	困擾	VERB	1
於	於	ADP	case	貴州	貴州	PROPN	1
大陸	大陸	NOUN	det	貴州	貴州	PROPN	1
貴州	貴州	PROPN	obl	分布	分布	VERB	1
雲南	雲南	PROPN	conj	貴州	貴州	PROPN	1
等	等	NOUN	acl	貴州	貴州	PROPN	1
地	地	NOUN	appos	貴州	貴州	PROPN	1
海拔	海拔	NOUN	nmod	米	米	NOUN	2
1,500	1,500	NUM	nummod	米	米	NOUN	1
2,400	2,400	NUM	nummod	米	米	NOUN	1
多	多	ADV	advmod	生長	生長	VERB	1
於	於	ADP	case	林	林	PART	1
較	較	ADV	advmod	乾燥	乾燥	ADJ	1
乾燥	乾燥	ADJ	amod	林	林	PART	1
山坡	山坡	NOUN	nmod	林	林	PART	1
次生	次生	ADJ	case:suff	林	林	PART	1
林	林	PART	obl	生長	生長	VERB	1
中	中	NOUN	acl	林	林	PART	1
人工	人工	NOUN	nsubj	引種	引種	VERB	1
引種	引種	VERB	ccomp	由	由	VERB	1
栽培	栽培	VERB	conj	引種	引種	VERB	1
格仔	格仔	NOUN	case:suff	餅	餅	PART	1
餅	餅	PART	nsubj	有	有	VERB	1
傳到	傳到	VERB	acl	有	有	VERB	1
地區	地區	NOUN	obj	傳到	傳到	VERB	1
不同	不同	ADJ	amod	吃法	吃法	NOUN	1
吃法	吃法	NOUN	obj	有	有	VERB	1
江戶	江戶	PROPN	nmod	時代	時代	NOUN	2
時代	時代	NOUN	det	氏	氏	PART	1
立花	立花	PROPN	case:suff	氏	氏	PART	1
氏	氏	PART	nsubj	授予	授予	VERB	1
作	作	VERB	acl	持續	持續	VERB	1
柳川	柳川	PROPN	nmod	藩主	藩主	NOUN	1
藩主	藩主	NOUN	obj	作	作	VERB	1
並	並	ADV	mark	持續	持續	VERB	1
一直	一直	ADV	advmod	持續	持續	VERB	1
持續	持續	VERB	acl	授予	授予	VERB	1
到	到	VERB	mark	持續	持續	VERB	1
明治	明治	PROPN	nmod	維新	維新	NOUN	1
維新	維新	NOUN	obj	持續	持續	VERB	1
,	,	PUNCT	punct	授予	授予	VERB	4
在	在	ADP	case	維新	維新	NOUN	1
維新	維新	NOUN	obl	授予	授予	VERB	1
後	後	ADP	acl	維新	維新	NOUN	1
列為	列為	VERB	acl	授予	授予	VERB	1
華族	華族	NOUN	obj	列為	列為	VERB	1
並	並	ADV	mark	授予	授予	VERB	2
授予	授予	VERB	root	ROOT	ROOT	ROOT	4
伯爵	伯爵	NOUN	obj	授予	授予	VERB	1
.	.	PUNCT	punct	授予	授予	VERB	4
1240	1240	NUM	nummod	年	年	NOUN	1
立陶宛	立陶宛	PROPN	nmod	公國	公國	NOUN	1
大	大	PART	case:pref	公國	公國	NOUN	1
公國	公國	NOUN	nsubj	成立	成立	VERB	1
擔任	擔任	VERB	acl:relcl	巴爾齊蒂斯	巴爾齊蒂斯	PROPN	1
財政	財政	NOUN	nmod	部長	部長	NOUN	1
部長	部長	NOUN	obj	擔任	擔任	VERB	1
巴爾齊蒂斯	巴爾齊蒂斯	PROPN	nsubj:pass	任命	任命	VERB	1
被	被	VERB	aux:pass	任命	任命	VERB	1
阿達姆庫斯	阿達姆庫斯	PROPN	nsubj	任命	任命	VERB	1
為	為	VERB	mark	任命	任命	VERB	1
代	代	PART	case:pref	總理	總理	NOUN	1
總理	總理	NOUN	obj	任命	任命	VERB	1
月	月	NOUN	nmod:tmod	佔領	佔領	VERB	2
波蘭	波蘭	PROPN	nsubj	佔領	佔領	VERB	1
維爾紐斯	維爾紐斯	PROPN	obj	佔領	佔領	VERB	1
在	在	VERB	acl	任職	任職	VERB	2
任職	任職	VERB	amod	期間	期間	NOUN	2
期間	期間	NOUN	nmod:tmod	擔任	擔任	VERB	1
童	童	PROPN	nmod	杭	杭	PROPN	1
杭	杭	PROPN	nsubj	擔任	擔任	VERB	1
時常	時常	ADV	advmod	來往	來往	VERB	1
來往	來往	VERB	acl	擔任	擔任	VERB	1
於	於	VERB	mark	來往	來往	VERB	2
北京	北京	PROPN	obj	來往	來往	VERB	1
、	、	PUNCT	punct	上海	上海	PROPN	1
上海	上海	PROPN	conj	北京	北京	PROPN	1
廣州	廣州	PROPN	conj	北京	北京	PROPN	1
曾	曾	ADV	advmod	擔任	擔任	VERB	3
大理	大理	NOUN	case:suff	院	院	PART	1
院	院	PART	nmod	庭長	庭長	NOUN	1
庭長	庭長	NOUN	obj	擔任	擔任	VERB	1
村落	村落	NOUN	nsubj	位	位	VERB	1
位	位	VERB	dep	保留	保留	VERB	1
島	島	NOUN	nmod	區域	區域	NOUN	1
中央	中央	NOUN	nmod	區域	區域	NOUN	1
部份	部份	NOUN	nmod	區域	區域	NOUN	1
偏	偏	ADP	acl	部份	部份	NOUN	1
北	北	NOUN	nmod	偏	偏	ADP	1
區域	區域	NOUN	obj	位	位	VERB	1
民房	民房	NOUN	nsubj	為	為	VERB	1
多	多	ADV	advmod	為	為	VERB	2
為	為	VERB	dep	為	為	VERB	1
木造	木造	VERB	xcomp	為	為	VERB	1
為	為	VERB	csubj	保留	保留	VERB	1
白砂	白砂	NOUN	nsubj	堆積	堆積	VERB	1
堆積	堆積	VERB	ccomp	為	為	VERB	1
早期	早期	NOUN	nmod	沖繩	沖繩	PROPN	1
沖繩	沖繩	PROPN	det	樣貌	樣貌	NOUN	1
的	的	PART	case:dec	沖繩	沖繩	PROPN	1
樣貌	樣貌	NOUN	obj	保留	保留	VERB	1
民國	民國	NOUN	nmod	初年	初年	NOUN	1
初年	初年	NOUN	nmod:tmod	交錯	交錯	VERB	1
,	,	PUNCT	punct	交錯	交錯	VERB	2
地區	地區	NOUN	advmod	交錯	交錯	VERB	1
軍閥	軍閥	NOUN	nsubj	交錯	交錯	VERB	1
、	、	PUNCT	punct	土匪	土匪	NOUN	1
土匪	土匪	NOUN	conj	軍閥	軍閥	NOUN	1
、	、	PUNCT	punct	勢力	勢力	NOUN	1
日本	日本	PROPN	nmod	勢力	勢力	NOUN	1
特務	特務	NOUN	nmod	勢力	勢力	NOUN	1
勢力	勢力	NOUN	conj	軍閥	軍閥	NOUN	1
交錯	交錯	VERB	dep	民不聊生	民不聊生	VERB	1
,	,	PUNCT	punct	民不聊生	民不聊生	VERB	1
民不聊生	民不聊生	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	民不聊生	民不聊生	VERB	1
演奏	演奏	VERB	case:suff	者	者	PART	2
者	者	PART	nsubj	調整	調整	VERB	1
也	也	ADV	mark	使得	使得	VERB	1
可以	可以	AUX	aux	使得	使得	VERB	1
在	在	ADP	case	情形	情形	NOUN	1
不	不	ADV	advmod	調整	調整	VERB	1
調整	調整	VERB	acl:relcl	情形	情形	NOUN	1
開口	開口	NOUN	obj	調整	調整	VERB	1
的	的	PART	mark:relcl	調整	調整	VERB	1
情形	情形	NOUN	obl	使得	使得	VERB	1
下	下	ADP	acl	情形	情形	NOUN	1
藉由	藉由	ADP	case	調整	調整	VERB	1
調整	調整	VERB	xcomp	使得	使得	VERB	1
吹氣	吹氣	VERB	acl:relcl	氣壓	氣壓	NOUN	1
的	的	PART	mark:relcl	吹氣	吹氣	VERB	1
氣壓	氣壓	NOUN	obj	調整	調整	VERB	1
使得	使得	VERB	acl	調整	調整	VERB	1
笛	笛	NOUN	det	共振	共振	NOUN	1
的	的	PART	case:dec	笛	笛	NOUN	1
共振	共振	NOUN	nsubj	移至	移至	VERB	1
由	由	ADP	case	基頻	基頻	NOUN	1
基頻	基頻	NOUN	obl	移至	移至	VERB	1
移至	移至	VERB	ccomp	使得	使得	VERB	1
某個	某個	DET	det	諧波	諧波	NOUN	1
諧波	諧波	NOUN	obj	移至	移至	VERB	1
此	此	PRON	obl	調整	調整	VERB	1
也	也	ADV	mark	調整	調整	VERB	1
可以	可以	AUX	aux	調整	調整	VERB	1
音高	音高	NOUN	obj	調整	調整	VERB	1
在	在	ADP	case	前期	前期	NOUN	2
公元	公元	NOUN	nmod	前期	前期	NOUN	1
1	1	NUM	nummod	世紀	世紀	NOUN	1
世紀	世紀	NOUN	clf	前期	前期	NOUN	1
前期	前期	NOUN	obl	出現	出現	VERB	1
第一	第一	NUM	nummod	軍團	軍團	NOUN	1
軍團	軍團	NOUN	nsubj	出現	出現	VERB	1
在	在	VERB	mark	出現	出現	VERB	1
萊茵	萊茵	PROPN	case:suff	河	河	PART	3
河	河	PART	nmod	前線	前線	NOUN	1
前線	前線	NOUN	obj	出現	出現	VERB	1
當時	當時	NOUN	nmod:tmod	由	由	ADP	1
日耳曼	日耳曼	PROPN	nmod	行省	行省	NOUN	1
行省	行省	NOUN	nsubj	由	由	ADP	1
有	有	VERB	advcl	由	由	ADP	1
五	五	NUM	nummod	個	個	NOUN	4
個	個	NOUN	clf	軍團	軍團	NOUN	1
軍團	軍團	NOUN	obj	有	有	VERB	1
盧瓦斯	盧瓦斯	PROPN	nsubj	擔任	擔任	VERB	1
擔任	擔任	VERB	ccomp	由	由	ADP	1
總督	總督	NOUN	obj	擔任	擔任	VERB	2
至於	至於	ADP	case	來源	來源	NOUN	1
個	個	NOUN	clf	稱號	稱號	NOUN	1
稱號	稱號	NOUN	det	來源	來源	NOUN	1
的	的	PART	case:dec	稱號	稱號	NOUN	1
具體	具體	ADJ	amod	來源	來源	NOUN	1
來源	來源	NOUN	nmod	明確	明確	ADJ	1
便	便	ADV	mark	明確	明確	ADJ	1
太	太	ADV	advmod	明確	明確	ADJ	1
了	了	X	discourse	明確	明確	ADJ	1
許多	許多	NUM	nummod	士兵	士兵	NOUN	1
士兵	士兵	NOUN	nsubj	擁護	擁護	VERB	1
擁護	擁護	VERB	dep	驚動	驚動	VERB	1
他	他	PRON	det	觀點	觀點	NOUN	1
觀點	觀點	NOUN	obj	擁護	擁護	VERB	1
,	,	PUNCT	punct	驚動	驚動	VERB	2
聲勢	聲勢	NOUN	det	大	大	NOUN	1
之	之	PART	case:dec	聲勢	聲勢	NOUN	1
大	大	NOUN	nsubj	驚動	驚動	VERB	1
甚至	甚至	ADV	mark	驚動	驚動	VERB	1
驚動	驚動	VERB	root	ROOT	ROOT	ROOT	1
了	了	PART	case:aspect	驚動	驚動	VERB	1
執政	執政	VERB	case:suff	官	官	PART	1
官	官	PART	appos	貝爾蘇斯	貝爾蘇斯	PROPN	1
貝爾蘇斯	貝爾蘇斯	PROPN	obj	驚動	驚動	VERB	1
.	.	PUNCT	punct	驚動	驚動	VERB	1
尚德	尚德	PROPN	case:suff	王	王	PART	1
王	王	PART	nsubj:pass	殺	殺	VERB	1
殺	殺	VERB	dep	殺害	殺害	VERB	1
後	後	ADP	mark	殺	殺	VERB	1
,	,	PUNCT	punct	殺害	殺害	VERB	1
其	其	PRON	nmod	長子	長子	NOUN	1
長子	長子	NOUN	nsubj:pass	殺害	殺害	VERB	1
和	和	CCONJ	cc	次子	次子	NOUN	1
次子	次子	NOUN	conj	長子	長子	NOUN	1
都	都	ADV	mark	殺害	殺害	VERB	1
一起	一起	NOUN	advmod	殺害	殺害	VERB	1
被	被	VERB	aux:pass	殺害	殺害	VERB	1
殺害	殺害	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	殺害	殺害	VERB	1
他	他們	PRON	nsubj	佔領	佔領	VERB	1
旁遮普	旁遮普	PROPN	nmod	南面	南面	NOUN	1
南面	南面	NOUN	det	省	省	PART	1
信德	信德	PROPN	case:suff	省	省	PART	1
省	省	PART	obj	佔領	佔領	VERB	1
同時	同時	NOUN	nmod:tmod	建立	建立	VERB	1
他	他們	PRON	nsubj	建立	建立	VERB	1
也	也	ADV	mark	建立	建立	VERB	2
Firozpur	Firozpur	X	obj	在	在	VERB	1
營寨	營寨	NOUN	nsubj	遠	遠	ADJ	1
,	,	PUNCT	punct	遠	遠	ADJ	1
距離	距離	ADP	case	旁遮普	旁遮普	PROPN	1
旁遮普	旁遮普	PROPN	nmod	遠	遠	ADJ	1
和	和	CCONJ	cc	河	河	PART	4
英	英	PROPN	nsubj	控	控	VERB	1
控	控	VERB	amod	印度	印度	PROPN	1
印度	印度	PROPN	det	河	河	PART	1
的	的	PART	case:dec	印度	印度	PROPN	1
邊境	邊境	NOUN	case:suff	河	河	PART	1
河	河	PART	conj	旁遮普	旁遮普	PROPN	1
僅	僅	ADV	advmod	公里	公里	NOUN	1
公里	公里	NOUN	advmod	遠	遠	ADJ	1
遠	遠	ADJ	ccomp	建立	建立	VERB	1
豫	豫	PROPN	nmod	戰役	戰役	NOUN	1
北	北	NOUN	nmod	戰役	戰役	NOUN	1
戰爭	戰爭	NOUN	advmod	戰役	戰役	NOUN	1
中	中	PROPN	nmod	日	日	PROPN	1
日	日	PROPN	nsubj	發生	發生	VERB	1
雙	雙	NUM	nmod	方	方	NOUN	1
方	方	NOUN	appos	日	日	PROPN	1
1827	1827	NUM	nummod	年	年	NOUN	2
年	年	NOUN	nmod:tmod	元帥	元帥	NOUN	1
,	,	PUNCT	punct	元帥	元帥	NOUN	1
皇家	皇家	NOUN	nmod	軍官	軍官	NOUN	1
海軍	海軍	NOUN	nmod	軍官	軍官	NOUN	1
最高	最高	ADJ	case:suff	級	級	PART	1
級	級	PART	nmod	軍官	軍官	NOUN	1
軍官	軍官	NOUN	nsubj	元帥	元帥	NOUN	1
為	為	AUX	cop	元帥	元帥	NOUN	1
海軍	海軍	NOUN	nmod	元帥	元帥	NOUN	1
元帥	元帥	NOUN	root	ROOT	ROOT	ROOT	1
(	(	PUNCT	punct	Admiral	Admiral	X	1
Admiral	Admiral	X	appos	元帥	元帥	NOUN	1
of	of	X	flat:foreign	Admiral	Admiral	X	1
the	the	X	flat:foreign	Admiral	Admiral	X	1
Fleet	Fleet	X	flat:foreign	Admiral	Admiral	X	1
)	)	PUNCT	punct	Admiral	Admiral	X	1
.	.	PUNCT	punct	元帥	元帥	NOUN	1
海軍	海軍	NOUN	nmod	大臣	大臣	NOUN	1
大臣	大臣	NOUN	nsubj	由	由	VERB	1
1806	1806	NUM	nummod	年	年	NOUN	2
一概	一概	ADV	advmod	由	由	VERB	1
文職	文職	NOUN	nmod	人員	人員	NOUN	1
人員	人員	NOUN	nsubj	擔任	擔任	VERB	1
《	《	PUNCT	punct	繭	繭	NOUN	1
第一	第一	NUM	nummod	繭	繭	NOUN	1
繭	繭	NOUN	nsubj	電影	電影	NOUN	1
》	》	PUNCT	punct	繭	繭	NOUN	1
為	為	AUX	cop	電影	電影	NOUN	1
年	年	NOUN	det	電影	電影	NOUN	1
日	日	NOUN	nmod:tmod	稱	稱	VERB	4
中國	中國	PROPN	nmod	民主	民主	NOUN	1
正義	正義	NOUN	conj	民主	民主	NOUN	1
黨	黨	PART	nmod	文章	文章	NOUN	1
文章	文章	NOUN	nsubj	稱	稱	VERB	1
領事	領事	NOUN	case:suff	館	館	PART	1
館	館	PART	nsubj	說	說	VERB	1
說	說	VERB	ccomp	稱	稱	VERB	1
「	「	PUNCT	punct	營	營	PART	1
蘇家	蘇家	PROPN	case:suff	屯	屯	PART	2
屯	屯	PART	nmod	營	營	PART	1
集中	集中	VERB	case:suff	營	營	PART	1
營	營	PART	nsubj	屬	屬	VERB	1
」	」	PUNCT	punct	營	營	PART	1
屬	屬	VERB	ccomp	說	說	VERB	1
謊言	謊言	NOUN	obj	屬	屬	VERB	1
香港	香港	PROPN	nmod	記者	記者	NOUN	1
大公	大公	ADJ	case:suff	報	報	PART	1
報	報	PART	nmod	記者	記者	NOUN	1
記者	記者	NOUN	nsubj	稱	稱	VERB	1
「	「	PUNCT	punct	說成	說成	VERB	1
醫院	醫院	NOUN	nsubj	自用	自用	VERB	1
自用	自用	VERB	amod	房	房	PART	1
供暖	供暖	VERB	acl:relcl	房	房	PART	1
的	的	PART	mark:relcl	供暖	供暖	VERB	1
鍋爐	鍋爐	NOUN	case:suff	房	房	PART	1
房	房	PART	nsubj:pass	說成	說成	VERB	1
被	被	VERB	aux:pass	說成	說成	VERB	1
造謠	造謠	VERB	case:suff	者	者	PART	1
者	者	PART	nsubj	說成	說成	VERB	1
說成	說成	VERB	dep	醫院	醫院	NOUN	1
焚屍	焚屍	VERB	case:suff	爐	爐	PART	1
爐	爐	PART	obj	說成	說成	VERB	1
」	」	PUNCT	punct	說成	說成	VERB	1
,	,	PUNCT	punct	醫院	醫院	NOUN	2
「	「	PUNCT	punct	醫院	醫院	NOUN	1
謠言	謠言	NOUN	nsubj	指	指	VERB	1
所	所	ADV	mark	指	指	VERB	4
指	指	VERB	acl:relcl	中心	中心	NOUN	1
遼寧	遼寧	PROPN	case:suff	省	省	PART	2
省	省	PART	nmod	中心	中心	NOUN	1
血栓	血栓	NOUN	case:suff	病	病	PART	1
病	病	PART	nmod	中心	中心	NOUN	1
中西醫	中西醫	PROPN	nmod	中心	中心	NOUN	1
結合	結合	NOUN	nmod	中心	中心	NOUN	1
治療	治療	NOUN	nmod	中心	中心	NOUN	1
中心	中心	NOUN	nsubj	醫院	醫院	NOUN	1
(	(	PUNCT	punct	有稱	有稱	VERB	1
有稱	有稱	VERB	acl	醫院	醫院	NOUN	1
屯	屯	PART	nmod	醫院	醫院	NOUN	1
血栓	血栓	NOUN	case:suff	醫院	醫院	NOUN	1
醫院	醫院	NOUN	obj	有稱	有稱	VERB	1
)	)	PUNCT	punct	有稱	有稱	VERB	1
是	是	AUX	cop	醫院	醫院	NOUN	1
國內	國內	NOUN	nmod	醫院	醫院	NOUN	1
知名	知名	ADJ	amod	醫院	醫院	NOUN	1
血栓	血栓	NOUN	nmod	醫院	醫院	NOUN	1
專科	專科	NOUN	nmod	醫院	醫院	NOUN	1
治療	治療	NOUN	nmod	醫院	醫院	NOUN	1
醫院	醫院	NOUN	ccomp	稱	稱	VERB	1
」	」	PUNCT	punct	醫院	醫院	NOUN	1
為了	為了	ADP	case	選舉	選舉	NOUN	1
預期	預期	VERB	acl:relcl	選舉	選舉	NOUN	1
會	會	AUX	aux	到來	到來	VERB	1
即將	即將	ADV	advmod	到來	到來	VERB	1
到來	到來	VERB	xcomp	預期	預期	VERB	1
的	的	PART	mark:relcl	預期	預期	VERB	1
皇室	皇室	NOUN	nmod	選舉	選舉	NOUN	1
選舉	選舉	NOUN	obl	返回	返回	VERB	1
,	,	PUNCT	punct	返回	返回	VERB	1
他	他	PRON	nmod	軍隊	軍隊	NOUN	1
部份	部份	NOUN	det	軍隊	軍隊	NOUN	1
的	的	PART	case:dec	部份	部份	NOUN	1
軍隊	軍隊	NOUN	nsubj	返回	返回	VERB	1
在此	在此	VERB	acl	返回	返回	VERB	1
之後	之後	ADP	mark	在此	在此	VERB	2
返回	返回	VERB	root	ROOT	ROOT	ROOT	1
了	了	PART	case:aspect	返回	返回	VERB	1
德國	德國	PROPN	obj	返回	返回	VERB	1
.	.	PUNCT	punct	返回	返回	VERB	1
